 order_id, shop_id, shop_category,-, user_historical_order,status, pay_type,original_price,price_after_restaurant_promotion,realpay_price, total_delivery_price, ata, eta, coupon_batch_id
a5236,5000,Tacos,5947,1,Completed,2,11600,14300,8800,2700,26,35,55226842
a5388,8500,Tacos,7496,1,Completed,2,18000,16900,6900,2500,26,35,55226494
a3225,1000,Tacos,9585,20,Completed,2,25700,27500,12500,1800,25,34,55178216
a2228,9100,Tacos,6398,9,Completed,2,15900,11540,9540,2000,24,33,55226944
a3446,5000,Tacos,4676,10,Completed,2,6000,8400,8400,2400,23,32,null
a1137,2500,Tacos,6725,11,Completed,2,9600,7500,7500,2700,22,31,null
a1307,8400,Tacos,8685,4,Completed,2,15500,17300,15500,1800,22,31,55222722
a3500,3500,Tacos,1857,34,Completed,2,11000,9700,9700,2300,22,31,null
a3987,3000,Tacos,6670,8,Completed,1,4500,6400,3600,2800,22,31,55220882
a5261,4500,Tacos,9644,3,Completed,2,3800,5800,3800,2000,20,29,55226944
a5324,4600,Tacos,9414,16,Completed,1,38000,39800,38000,1800,19,28,55226616
a1414,9100,Tacos,3705,3,Completed,2,4200,4320,4320,1800,16,25,null
a5339,3000,Tacos,2486,12,Completed,1,7800,8440,8440,2200,15,24,null
a1925,9100,Tacos,3419,7,Completed,1,18500,12900,3400,1800,13,22,55226350
a4776,6800,Tacos,5169,5,Completed,2,7800,6600,6600,1800,13,22,null
a4771,6500,Tamales,8183,8,Completed,1,14500,16800,14500,2300,30,39,55220878
a4529,9700,Tamales,9367,12,Completed,1,13700,12690,9590,3100,24,33,55220896
a4773,9700,Tamales,6581,3,Completed,1,39400,29880,20380,2300,19,28,55226348
a2295,4700,Tamales,6634,6,Completed,1,14600,15400,5900,1800,17,26,55226350
a5132,9700,Tamales,1172,19,Completed,1,16500,13350,3850,1800,14,23,55226352
a1869,4700,Tamales,2721,8,Completed,1,10800,12300,12300,1500,13,22,null
a1185,6700,Tortas,3166,3,Completed,1,29900,32900,29900,3000,38,47,55222722
a3265,1600,Tortas,357,3,Completed,1,18900,21600,18900,2700,30,39,55226944
a3586,5100,Tortas,5881,2,Completed,2,12000,14200,14200,2200,24,33,null
a1549,3700,Tortas,9429,1,Completed,2,20300,17460,5460,2100,23,32,55223790
a1049,9500,Tortas,2155,8,Completed,2,10000,12000,11000,2000,22,31,55226620
a3406,5100,Tortas,6362,4,Completed,2,9500,11300,11300,1800,22,31,null
a5086,2600,Tortas,7027,8,Completed,1,18900,21200,21200,2300,21,30,null
a4268,5100,Tortas,3702,7,Completed,2,6500,8300,8300,1800,18,27,null
a1107,6000,Tortas,841,3,Completed,2,6000,7800,6000,1800,16,25,55226944
a1189,3800,Tortas,1785,4,Completed,1,10000,9500,8000,1500,15,24,55222722
a2132,8900,Wings,4273,8,Completed,1,22900,25600,22900,2700,39,48,55226616
a2779,4600,Wings,4848,7,Completed,2,24000,27100,17600,3100,37,46,55226352
a1707,1000,Wings,394,2,Completed,2,29000,16700,16700,2200,25,34,null
a2305,200,Antojitos,1332,8,Completed,2,9600,11900,9600,2300,26,36,55226616
a3083,1000,Antojitos,8978,2,Completed,2,8500,10300,8500,1800,18,28,55226944
a4996,7500,Bakery,8234,1,Completed,1,13100,14900,4900,1800,17,27,55226494
a4375,8100,Bakery,5376,22,Completed,1,8500,8500,8500,1500,11,21,null
a1076,7100,Birria,606,7,Completed,2,7500,9100,6000,3100,27,37,55226616
a1098,7100,Birria,1789,5,Completed,1,10500,11500,2000,3100,26,36,55226350
a4560,2400,Burger,8654,5,Completed,1,4500,7000,7000,2500,47,57,null
a3219,5100,Burger,1154,4,Completed,2,9000,8400,6300,2100,42,52,55226616
a2766,700,Burger,4326,3,Completed,1,24800,11550,11550,0,39,49,null
a3629,7300,Burger,2142,2,Completed,2,8500,11600,8500,3100,39,49,55226616
a3001,9300,Burger,4029,4,Completed,1,23700,14050,4550,2200,38,48,55226348
a3770,9300,Burger,240,14,Completed,2,9500,6850,6850,2100,38,48,null
a4356,2600,Burger,1485,13,Completed,2,29100,20160,20160,2300,37,47,null
a5173,9000,Burger,5564,6,Completed,2,9000,7300,5000,2300,30,40,55220894
a1651,3700,Burger,3411,28,Completed,2,9000,11200,8200,2200,26,36,55222684
a3029,3600,Burger,3029,3,Completed,1,19800,14080,14080,2200,23,33,null
a2232,7100,Burger,2225,9,Completed,1,7900,9900,9900,2000,19,29,null
a4459,9000,Burger,928,15,Completed,2,10000,6800,6800,1800,19,29,null
a2843,4900,Burger,7858,1,Completed,2,7500,7500,500,1500,18,28,55223770
a3291,5000,Burrito,9798,2,Completed,1,23000,26100,26100,3100,48,58,null
a3441,1300,Burrito,3768,6,Completed,2,11300,9880,9880,3100,33,43,null
a2114,7700,Chilaquiles,5950,10,Completed,2,17000,20100,17000,3100,37,47,55220886
a2436,6600,Chilaquiles,3102,3,Completed,1,17800,16010,16010,3100,26,36,null
a2059,7100,Chilaquiles,2900,3,Completed,2,12000,11700,10700,2100,25,35,55226620
a2474,1300,Chilaquiles,8576,9,Completed,2,26500,17900,14320,2000,24,34,55179736
a1240,1300,Chilaquiles,4485,22,Completed,1,21000,12500,12500,2000,22,32,null
a5112,9800,Chilaquiles,3190,7,Completed,2,9000,8700,8700,1800,22,32,null
a3268,9600,Chilaquiles,170,14,Completed,1,7800,7460,7460,2000,21,31,null
a2433,7100,Chilaquiles,3243,10,Completed,2,8000,8400,6720,2000,19,29,55179736
a2937,3900,Chilaquiles,84,11,Completed,1,42800,44800,44800,2000,19,29,null
a3691,6400,Coffee,9063,1,Completed,2,5700,5920,0,2500,34,44,55227000
a4297,6400,Coffee,8002,8,Completed,1,12900,14020,4520,3700,33,43,55226350
a4547,9200,Coffee,5543,3,Completed,1,17000,13700,11900,1800,32,42,55226944
a4927,2700,Coffee,1778,1,Completed,1,18000,20000,16000,2000,24,34,55226840
a2564,5500,Coffee,6245,1,Completed,2,5300,8500,1500,3200,20,30,55223770
a3647,100,Dessert,2841,7,Completed,2,15000,12700,12700,3700,37,47,null
a1770,9500,Dessert,7492,45,Completed,1,24400,22640,22640,2800,32,42,null
a2352,5400,Dessert,6852,1,Completed,2,3200,5060,0,2500,28,38,55227000
a2916,8300,Dessert,9237,1,Completed,2,11800,14300,8800,2500,27,37,55226842
a3547,4500,Dessert,3849,12,Completed,1,18500,20700,20700,2200,23,33,null
a4868,4300,Dessert,4351,10,Completed,1,6800,8800,8800,2000,22,32,null
a3190,1000,Dessert,6334,6,Completed,2,12000,9000,7200,1800,19,29,55226944
a2651,900,Dessert,5874,1,Completed,2,6400,8200,4200,1800,11,21,55226840
a3189,3100,Dessert,6989,6,Completed,1,5500,7000,0,1500,10,20,55226348
a4453,9400,French Fries,8511,4,Completed,2,19000,20800,20800,1800,24,34,null
a1816,8800,Gorditas,6639,2,Completed,2,10000,10000,7200,2800,30,40,55226944
a4286,2600,Gorditas,7641,1,Completed,2,5200,8000,2500,2800,26,36,55226842
a1400,100,Gorditas,3091,4,Completed,2,10000,6800,6800,1800,24,34,null
a2873,7700,Gorditas,6527,33,Completed,2,20700,12950,10350,2600,24,34,55220884
a2234,4000,Gorditas,4952,1,Completed,2,4800,7400,400,2600,22,32,55223770
a2119,4000,Gorditas,8016,10,Completed,2,5800,7300,5800,1500,10,20,55220878
a4752,7700,Gorditas,8442,11,Completed,2,11200,7100,5600,1500,10,20,55220892
a3977,3500,Gringas,7709,3,Completed,1,13500,15800,15800,2300,35,45,null
a3384,3500,Gringas,6038,10,Completed,1,11000,11650,11650,2300,30,40,null
a4842,3500,Gringas,1955,3,Completed,1,6400,8200,8200,1800,28,38,null
a5144,3500,Gringas,6161,5,Completed,1,7200,9500,9500,2300,28,38,null
a4788,9400,Ice Creame,8367,6,Completed,2,13800,15800,6300,2000,33,43,55226350
a1065,2300,Ice Creame,9022,5,Completed,2,5000,7300,5000,2300,20,30,55226944
a4964,2800,Ice Creame,1044,4,Completed,1,8000,9800,8000,1800,13,23,55226944
a2993,6400,Meat,4982,26,Completed,1,21800,15580,15580,2500,30,40,null
a3814,6400,Meat,8664,3,Completed,2,10900,8840,8840,2300,28,38,null
a3983,6800,Meat,5664,22,Completed,1,58000,60000,58000,2000,28,38,55220892
a3037,6400,Meat,3385,7,Completed,1,29400,19840,18840,2200,20,30,55226620
a5042,6400,Meat,4776,27,Completed,1,10900,8340,6540,1800,15,25,55222722
a3658,2200,Pizza,5036,6,Completed,1,15400,18600,9100,3200,53,63,55226350
a3809,8600,Pizza,5075,3,Completed,1,26700,18585,14685,3900,47,57,55226944
a5174,4600,Pizza,2611,10,Completed,1,23800,16480,14280,2200,43,53,55220886
a4023,5600,Pizza,4498,24,Completed,2,17900,11750,1850,2800,40,50,55226106
a1768,3200,Pizza,4524,1,Completed,2,19900,19400,13900,2500,39,49,55226842
a5277,7400,Pizza,2970,8,Completed,2,15000,10600,10600,3100,37,47,null
a3608,7400,Pizza,5691,4,Completed,1,25000,18100,18100,2600,32,42,null
a1035,2800,Pizza,3750,1,Completed,2,20000,19200,12200,2200,31,41,55223770
a4867,8600,Pizza,8487,1,Completed,1,29900,19245,13745,2800,31,41,55226842
a4992,2200,Pizza,1316,1,Completed,2,19900,22700,16700,2800,31,41,55222670
a2106,2900,Pizza,3302,2,Completed,1,29800,32000,29800,2200,29,39,55226944
a2276,5400,Pizza,3566,5,Completed,2,10800,7700,5390,2300,29,39,55179738
a3789,2300,Pizza,2461,7,Completed,1,21000,23600,21000,2600,29,39,55226616
a4034,7400,Pizza,6090,2,Completed,2,15000,9300,7500,1800,29,39,55226944
a3084,1300,Pizza,5685,5,Completed,1,25600,20250,18450,1800,24,34,55226944
a2798,7800,Pollo,1315,6,Completed,1,13000,9800,300,2000,43,53,55226352
a5492,7800,Pollo,8430,1,Completed,2,13000,10100,3100,2300,35,45,55223770
a2991,8300,Pollo,3761,53,Completed,1,13500,15300,15300,1800,16,26,null
a4917,2700,Postry,7581,2,Completed,2,9000,11400,9000,2400,21,31,55226944
a2853,4900,Pozole,1845,1,Completed,1,9300,11340,1340,3700,40,50,55226494
a1771,5300,Pozole,5140,6,Completed,1,48000,50500,47500,2500,38,48,55226926
a5287,6400,Pozole,1449,10,Completed,1,18300,22000,22000,3700,34,44,null
a5203,5100,Pozole,3806,1,Completed,2,19900,18620,13120,2700,30,40,55226842
a4865,5100,Pozole,2672,2,Completed,2,13600,15700,14700,2100,27,37,55226620
a4019,8500,Pozole,9820,3,Completed,1,5800,7900,7900,2100,26,36,null
a3364,5100,Pozole,5980,8,Completed,2,19900,18020,8520,2100,25,35,55226350
a5374,6400,Pozole,1639,1,Completed,1,29400,31400,27400,2000,20,30,55226840
a1354,5500,Quesadillas,2632,5,Completed,1,11800,9400,0,3500,42,52,55226350
a3742,9500,Quesadillas,7598,2,Completed,2,21300,24000,21300,2700,28,38,55226944
a5288,9500,Quesadillas,3606,18,Completed,2,23100,25100,23100,2000,26,36,55226616
a4869,9500,Quesadillas,7149,67,Completed,2,12800,15100,15100,2300,25,35,null
a2878,9500,Quesadillas,1129,4,Completed,2,21000,22800,21000,1800,20,30,55226672
a3808,2200,Ramen,3220,3,Completed,1,26000,28300,26000,2300,32,42,55226944
a2265,500,Salad,3810,1,Completed,2,12000,14100,4100,2100,21,31,55226494
a3976,4700,Salad,5124,7,Completed,2,9400,11200,9400,1800,21,31,55222722
a2270,500,Salad,9353,6,Completed,1,9900,11700,11700,1800,13,23,null
a2535,1200,Sandwiches,7610,1,Completed,2,6000,7000,0,2000,18,28,55223770
a4130,500,Seafood,4926,5,Completed,1,70500,38350,38350,3100,51,61,null
a5122,9300,Seafood,8829,1,Completed,2,5400,7600,1600,2200,31,41,55227000
a4743,9600,Seafood,1417,18,Completed,1,46800,48900,47900,2100,28,38,55226620
a4590,500,Seafood,655,2,Completed,2,14000,9200,0,2200,26,36,55226352
a5078,9600,Snacks,5470,4,Completed,1,27000,19700,13790,3500,43,53,55220392
a3914,7900,Snacks,8341,2,Completed,1,20500,22900,16030,2400,41,51,55192700
a3753,5000,Soup,8893,2,Completed,1,53400,34640,29640,2600,40,50,55179738
a3086,7700,Soup,3807,6,Completed,2,11000,9200,5500,3700,29,39,55226616
a3121,8900,Sushi,8509,2,Completed,2,11000,10700,7000,3700,40,50,55226616
a4202,2700,Sushi,7608,3,Completed,2,34800,21100,17400,3700,39,49,55226944
a5280,7500,Sushi,7031,9,Completed,1,27200,29000,19000,1800,34,44,55179740
a2494,2500,Sushi,8392,17,Completed,1,32300,17950,17950,1800,33,43,null
a2751,2400,Sushi,5139,16,Completed,2,24800,27000,24000,2200,32,42,55222680
a2090,3600,Sushi,8618,1,Completed,1,69000,42000,38000,0,31,41,55226840
a2314,300,Sushi,408,23,Completed,1,28000,13800,4300,2600,31,41,55226352
a4890,1600,Sushi,4343,6,Completed,2,13000,13500,4000,3100,31,41,55226350
a3020,2300,Sushi,3160,12,Completed,1,40000,26900,17400,400,30,40,55226352
a2743,300,Sushi,5315,7,Completed,1,61000,26500,26500,2100,28,38,null
a2907,2300,Sushi,6488,3,Completed,2,9000,8300,6500,1800,26,36,55226944
a5105,8800,Sushi,4014,4,Completed,1,36000,21200,19000,2200,22,32,55222722
a4820,8300,Sushi,1350,9,Completed,1,21100,10550,10550,0,21,31,null
a4123,9600,Tacos,482,14,Completed,2,31200,31200,31200,0,45,55,null
a5053,9300,Tacos,4902,2,Completed,1,57400,37240,31240,2800,42,52,55220392
a2872,9900,Tacos,2317,5,Completed,2,10400,12700,10400,2300,39,49,55226944
a1148,1000,Tacos,5890,4,Completed,2,17900,20300,20300,3900,37,47,null
a1396,9100,Tacos,2170,1,Completed,2,7500,7300,300,2800,35,45,55223770
a1911,300,Tacos,4067,5,Completed,1,19300,19125,16325,2800,35,45,55220892
a5171,9300,Tacos,3206,16,Completed,2,20600,15160,15160,2800,35,45,null
a4762,6600,Tacos,2438,5,Completed,1,17600,20700,17600,3100,34,44,55220890
a5230,5700,Tacos,9947,10,Completed,1,39200,21200,16960,2100,33,43,55179736
a2135,5800,Tacos,7879,8,Completed,1,27000,18400,18400,2200,32,42,null
a4250,9600,Tacos,8656,1,Completed,2,7000,6700,0,1800,32,42,55223770
a1031,3000,Tacos,4019,1,Completed,2,35000,16050,10550,2300,31,41,55226842
a2313,5800,Tacos,584,15,Completed,2,12000,9900,8900,2700,30,40,55226620
a2588,5200,Tacos,6543,2,Completed,1,11000,13700,11000,2700,30,40,55226944
a3767,9800,Tacos,7226,2,Completed,1,26400,23320,23320,2200,30,40,null
a3974,5300,Tacos,8061,1,Completed,1,49100,50600,50600,1500,29,39,null
a4244,3000,Tacos,4420,4,Completed,2,9000,12100,9000,3100,29,39,55226944
a1781,5900,Tacos,3624,38,Completed,1,7150,10250,10250,3100,27,37,null
a3123,4800,Tacos,7012,3,Completed,1,30000,33100,33100,3100,27,37,null
a5063,9600,Tacos,7364,8,Completed,1,2600,4800,0,2200,27,37,55226352
a3141,900,Tacos,4827,1,Completed,1,11200,13400,13400,2200,26,36,null
a3688,5700,Tacos,5179,4,Completed,2,21100,10100,10100,2000,26,36,null
a4226,4500,Tacos,4574,1,Completed,2,5000,7100,1600,2100,25,35,55226842
a5016,9300,Tacos,2358,7,Completed,1,61400,39240,36840,2400,25,35,55226944
a1645,9100,Tacos,6436,2,Completed,2,30500,20600,18300,2300,24,34,55226944
a2901,5700,Tacos,6353,18,Completed,1,24000,13800,13800,1800,24,34,null
a1168,2500,Tacos,8373,10,Completed,2,19800,13000,13000,3100,23,33,null
a2945,4000,Tacos,9996,3,Completed,1,28400,19200,19200,2000,23,33,null
a5273,9600,Tacos,1392,1,Completed,1,22800,21300,16200,0,23,33,55226850
a2154,9100,Tacos,8842,1,Completed,2,24500,16800,4800,2100,22,32,55222676
a2887,9800,Tacos,3720,2,Completed,2,7800,8540,8540,2300,22,32,null
a4618,8500,Tacos,9836,1,Completed,1,16000,14900,10900,2100,21,31,55226840
a4052,6100,Tacos,7223,21,Completed,1,9000,9300,7200,2100,20,30,55220896
a4838,7500,Tacos,6229,2,Completed,1,13700,9720,6804,1500,20,30,55179738
a1977,9100,Tacos,2469,1,Completed,2,4900,4940,0,2000,19,29,55226844
a2705,9100,Tacos,7442,4,Completed,1,13500,9900,8100,1800,19,29,55226944
a1625,5000,Tacos,3577,10,Completed,2,20400,15400,15400,1800,18,28,null
a2851,9200,Tacos,9055,1,Completed,1,60000,61800,53800,1800,18,28,55226502
a4073,9600,Tacos,2301,1,Completed,2,7800,9600,5600,1800,18,28,55226840
a4122,5000,Tacos,5360,4,Completed,1,17800,19600,17800,1800,17,27,55226944
a1582,6200,Tacos,3136,1,Completed,2,5600,7100,100,1500,14,24,55223770
a1520,5000,Tacos,7327,16,Completed,2,34400,25800,16300,0,13,23,55226350
a1131,6700,Tortas,3893,21,Completed,1,11300,16000,11300,4700,50,60,55226616
a2128,8500,Tortas,6434,3,Completed,2,11000,13500,12500,2500,38,48,55226620
a3816,4300,Tortas,546,1,Completed,2,5000,7800,800,2800,37,47,55223770
a3369,7500,Tortas,8168,1,Completed,1,22200,22500,14500,2800,33,43,55226502
a3542,5100,Tortas,5250,1,Completed,2,14000,17700,13700,3700,32,42,55226840
a4845,5100,Tortas,6477,1,Completed,1,34500,37000,33000,2500,30,40,55226840
a3134,5800,Tortas,2277,13,Completed,1,26100,28400,28400,2300,29,39,null
a1815,8400,Tortas,7280,8,Completed,2,20600,14560,14560,2200,23,33,null
a4398,5100,Tortas,1211,1,Completed,2,6500,8600,4600,2100,21,31,55226840
a1048,1800,Tortas,1558,1,Completed,2,7000,5300,0,1800,17,27,55223770
a4114,5400,Tortas,5826,3,Completed,2,6900,8700,8700,1800,17,27,null
a5256,2600,Tortas,3437,3,Completed,2,10600,12100,2600,1500,15,25,55226348
a3221,8900,Tortas,7950,15,Completed,1,11900,7393,7393,1800,13,23,null
a5014,5100,Tortas,240,1,Completed,2,5000,6800,0,1800,13,23,55223770
a5044,600,Tortas,908,5,Completed,1,8000,9800,9800,1800,12,22,null
a1128,1500,Wings,1269,1,Completed,2,4600,7300,300,2700,37,47,55223770
a2755,2100,Antojitos,2592,30,Completed,1,5300,8400,8400,3100,38,49,null
a2539,200,Antojitos,2364,14,Completed,1,8300,10500,10500,2200,26,37,null
a1921,2700,Antojitos,5908,3,Completed,1,7000,8300,6500,1800,24,35,55226944
a1313,8400,Arroz,1976,2,Completed,2,22900,25600,22900,2700,35,46,55226944
a1837,3000,Arroz,4315,10,Completed,1,40200,26820,24520,2300,34,45,55220878
a4256,8200,Bakery,7706,15,Completed,2,35800,23980,19184,2500,34,45,55179736
a1784,5500,Birria,6631,7,Completed,2,18000,21200,14840,3200,41,52,55192700
a5082,6900,Burger,5197,2,Completed,2,34400,30020,25020,0,43,54,55178212
a1601,8100,Burger,2389,16,Completed,1,8150,8913,0,2000,40,51,55226350
a5334,9700,Burger,5263,23,Completed,2,31800,18500,18500,2600,39,50,null
a4377,9000,Burger,5762,8,Completed,1,21700,13650,13650,2800,38,49,null
a1829,5700,Burger,908,1,Completed,1,6450,8850,1850,2400,35,46,55223770
a4189,9800,Burger,3101,12,Completed,1,24900,27100,26100,2200,35,46,55226620
a4441,4800,Burger,3373,10,Completed,2,8800,8300,8300,2300,30,41,null
a3035,7800,Burger,7811,1,Completed,1,24400,26600,21100,2200,26,37,55226842
a1737,3700,Burger,7949,26,Completed,1,27000,15700,13500,2200,25,36,55220884
a5067,3000,Burger,8747,5,Completed,2,15600,17900,17900,2300,24,35,null
a3130,5200,Burger,6731,39,Completed,1,24000,14200,14200,2200,22,33,null
a3282,8600,Burger,616,12,Completed,1,9200,10480,9480,2200,20,31,55226620
a5338,1300,Burrito,2476,28,Completed,2,11300,9580,9580,2800,43,54,null
a3378,2100,Burrito,1616,11,Completed,1,7500,9700,9700,2200,34,45,null
a4099,3900,Chilaquiles,3473,1,Completed,1,23800,26600,22600,2800,30,41,55226840
a4963,3900,Chilaquiles,5030,36,Completed,1,18400,21000,21000,2600,30,41,null
a2470,6800,Chilaquiles,8885,9,Completed,1,21600,20700,19700,2700,28,39,55226620
a2675,7100,Chilaquiles,7458,2,Completed,1,33000,23100,17100,3100,25,36,55220392
a2230,1300,Chilaquiles,1725,1,Completed,2,14000,11500,2500,3100,22,33,55222242
a1653,2200,Chilaquiles,6496,1,Completed,1,9500,11700,6200,2200,17,28,55226842
a3695,6100,Coffee,4459,50,Completed,2,32500,22000,21000,2500,42,53,55226620
a5176,6700,Coffee,1131,2,Completed,2,13400,16000,16000,2600,37,48,null
a3571,3600,Coffee,5592,1,Completed,1,5000,7800,2300,2800,33,44,55226842
a1104,4500,Coffee,9463,10,Completed,1,13900,16200,6700,2300,27,38,55226350
a5034,6100,Coffee,7261,1,Completed,2,7000,6000,0,1800,17,28,55223770
a5052,5500,Dessert,4403,4,Completed,1,15600,19500,15600,3900,48,59,55220888
a1391,5200,Dessert,9912,11,Completed,1,32000,22900,22900,2500,43,54,null
a3208,8000,Dessert,8701,13,Completed,2,36000,39100,39100,3100,35,46,null
a1426,5400,Dessert,626,5,Completed,1,8400,9420,9420,2500,33,44,null
a2449,2000,Dessert,6818,24,Completed,1,12200,14900,14900,2700,33,44,null
a3105,9000,Dessert,3548,5,Completed,1,14000,10000,7700,2300,32,43,55222722
a2168,5400,Dessert,4134,3,Completed,2,8800,9820,320,2500,30,41,55226348
a4619,100,Dessert,4468,3,Completed,1,26500,20000,17000,2500,28,39,55222684
a4291,100,Dessert,3813,4,Completed,1,22500,15900,13500,2400,27,38,55226616
a3118,5000,Dessert,2342,3,Completed,2,14000,15800,14000,1800,23,34,55226616
a1847,2500,Dessert,6325,7,Completed,1,25000,19000,9500,2200,21,32,55226350
a4600,5000,Dessert,474,40,Completed,1,7800,8130,6630,1500,18,29,55226616
a1336,4300,Dessert,8260,2,Completed,2,15500,14200,12400,1800,17,28,55220894
a1660,8100,Drinks,4372,3,Completed,1,6500,8300,6500,1800,32,43,55226616
a1211,2800,French Fries,6057,4,Completed,1,13500,11250,9450,1800,22,33,55226616
a1950,500,Gorditas,5723,1,Completed,2,7800,9600,9600,1800,17,28,null
a2896,3500,Gringas,3287,4,Completed,2,16200,15845,15845,2000,26,37,null
a1672,5600,Ice Creame,7453,6,Completed,1,12200,10120,10120,2800,24,35,null
a2644,2200,Meat,3438,1,Completed,2,26000,28400,24400,2400,30,41,55226840
a3195,8400,Meat,9434,1,Completed,2,8900,8440,1440,3100,23,34,55223770
a4100,2500,null,1144,1,Completed,2,3000,4500,500,1500,16,27,55226840
a4187,8300,Pizza,9389,22,Completed,2,15900,18600,18600,2700,43,54,null
a1777,9700,Pizza,451,9,Completed,2,19900,22500,19900,2600,38,49,55226676
a2782,6600,Pizza,3784,25,Completed,1,41000,31100,31100,2400,38,49,null
a1851,6400,Pizza,3122,4,Completed,2,13900,16400,16400,2500,37,48,null
a1972,5400,Pizza,6500,10,Completed,2,28800,16900,15900,2500,37,48,55226620
a2676,5400,Pizza,6236,1,Completed,2,12900,15200,11200,2300,37,48,55226840
a4151,7400,Pizza,3693,24,Completed,2,33500,20600,20600,2600,36,47,null
a4823,7400,Pizza,8778,22,Completed,2,23000,15800,15800,2300,33,44,null
a3290,5200,Pizza,7903,2,Completed,1,17400,19600,10100,2200,31,42,55226348
a1350,5400,Pizza,9059,1,Completed,2,13900,15900,10800,2000,30,41,55226850
a3936,8300,Pizza,4295,5,Completed,1,21900,25000,15500,3100,28,39,55226352
a3552,4600,Pizza,8360,9,Completed,1,21800,15480,5980,2400,27,38,55226350
a4301,7400,Pizza,5765,13,Completed,1,33500,20200,20200,2200,26,37,null
a1658,2900,Pizza,6413,4,Completed,1,31800,24460,22260,2200,24,35,55226944
a1647,5400,Pizza,7755,13,Completed,1,16500,10550,10550,2300,22,33,null
a4672,6900,Pollo,7232,5,Completed,2,13500,11125,8325,2800,48,59,55226944
a4505,9400,Pollo,324,6,Completed,2,13400,16000,16000,2600,46,57,null
a4668,3200,Pollo,3639,22,Completed,2,16300,17100,17100,2800,35,46,null
a3230,7000,Pollo,4526,11,Completed,1,13500,15900,15900,2400,32,43,null
a3198,8500,Pollo,4800,1,Completed,2,9500,6550,550,1800,13,24,55227000
a4640,6000,Pozole,1605,9,Completed,2,9500,11300,11300,1800,20,31,null
a3583,6100,Quesadillas,6101,5,Completed,1,9000,10800,9000,1800,22,33,55226616
a4598,5100,Ramen,8083,44,Completed,1,23500,13550,13550,1800,32,43,null
a4912,5100,Ramen,7273,11,Completed,1,25500,14950,14950,2200,31,42,null
a1214,3200,Salad,2113,19,Completed,1,11000,13000,11000,2000,30,41,55226616
a3721,4700,Salad,695,6,Completed,2,8200,11300,1800,3100,28,39,55226352
a2101,6000,Sandwiches,722,3,Completed,1,87100,89600,89600,2500,38,49,null
a3939,700,Seafood,8910,1,Completed,2,4500,6500,0,2000,33,44,55223770
a1788,6400,Seafood,4224,99,Completed,2,24500,17150,17150,0,32,43,null
a4748,500,Seafood,8126,4,Completed,2,18500,11250,9250,2000,27,38,55222722
a3067,600,Smoothies,2569,15,Completed,1,6800,9900,400,3100,37,48,55226350
a2659,8200,Snacks,3432,6,Completed,2,34700,35800,26300,3100,40,51,55226350
a2475,7600,Snacks,9254,1,Completed,1,11800,12140,8140,2700,38,49,55226840
a4087,9500,Snacks,4056,8,Completed,1,13200,14260,11260,3700,38,49,55226932
a2150,6800,Soup,8232,2,Completed,2,27800,30400,27800,2600,28,39,55226944
a3153,7700,Soup,3347,4,Completed,2,33000,18500,16500,2000,27,38,55222722
a1890,700,Sushi,3524,14,Completed,1,9800,13500,12500,3700,42,53,55226620
a5225,9900,Sushi,7466,7,Completed,2,17500,19700,17500,2200,42,53,55220884
a2980,9900,Sushi,129,4,Completed,1,19800,21600,21600,1800,37,48,null
a1849,2500,Sushi,9064,9,Completed,1,25200,15400,15400,2800,36,47,null
a3722,8300,Sushi,9861,15,Completed,2,32800,16400,16400,0,35,46,null
a1799,4500,Sushi,1554,6,Completed,1,36800,23236,13736,2400,32,43,55226352
a4038,8300,Sushi,4598,1,Completed,1,53900,26950,18950,0,31,42,55226500
a2884,8800,Sushi,9103,15,Completed,1,41200,38720,38720,3600,30,41,null
a4422,4000,Sushi,9600,2,Completed,2,34200,17690,17690,2300,30,41,null
a1438,9800,Sushi,4990,3,Completed,2,14550,10703,10703,2700,28,39,null
a4983,3200,Sushi,9566,20,Completed,1,21100,13150,10550,2600,28,39,55220884
a2931,9800,Sushi,7805,21,Completed,2,14950,10770,10770,1800,25,36,null
a4970,8300,Sushi,8469,2,Completed,1,21100,10550,10550,0,22,33,null
a5386,5000,Tacos,806,9,Completed,2,17000,17000,17000,0,46,57,null
a1618,6300,Tacos,4817,5,Completed,1,16000,18300,18300,2300,41,52,null
a1436,2500,Tacos,3614,10,Completed,1,8800,11300,11300,2500,40,51,null
a3792,1400,Tacos,8298,2,Completed,1,8700,11400,8700,2700,40,51,55226944
a3132,2600,Tacos,7409,13,Completed,2,11000,8800,8800,2200,38,49,null
a3641,9900,Tacos,9560,11,Completed,2,26000,18400,15600,2800,37,48,55220892
a4532,5000,Tacos,2178,2,Completed,1,12000,15100,14100,3100,37,48,55226620
a4486,800,Tacos,5328,20,Completed,1,16800,19500,16800,2700,36,47,55220884
a1060,4600,Tacos,7380,3,Completed,2,12400,15400,12400,3000,34,45,55226616
a1178,3700,Tacos,3741,1,Completed,2,12000,7800,800,1800,32,43,55223770
a5048,5300,Tacos,7716,1,Completed,1,24200,22060,16560,2300,32,43,55226842
a4974,2800,Tacos,8602,11,Completed,1,17600,14240,14240,2800,31,42,null
a1864,9100,Tacos,303,14,Completed,1,15900,11740,2240,2200,30,41,55226350
a3002,9300,Tacos,7739,2,Completed,2,10900,8740,6118,2200,28,39,55226914
